x,y,z
7101,6512,5452
6447,7045,5801
5985,7732,5900
6067,8587,5421
7311,9481,5073
8225,9951,4736
9256,9700,4831
10644,9652,5199
12065,9895,5459
12428,10730,5381
11544,11564,5101
10293,12566,4489
9288,13661,3532
9640,14901,3051
10831,15498,3083
11843,15825,3579
12577,16498,3981
12431,17193,3694
11183,18503,3099
10047,19893,1874
9931,21688,715
9870,23205,72
9429,24439,-649
8635,25253,-1471
7528,25623,-2031
6178,25842,-2444
5040,26042,-2991
4377,26987,-3502
2907,28375,-4152
593,30195,-5076
-1762,32154,-6047
-3981,32767,-6861
-6169,32767,-7181
-7921,32751,-6871
-9118,32689,-5932
-9963,31479,-4510
-10806,29071,-3068
-11109,27005,-1639
-11204,25388,-711
-11130,24074,-471
-10591,23284,-837
-9707,22805,-1609
-8767,22177,-2163
-7918,21408,-2682
-6755,20982,-3228
-6236,20390,-3250
-6580,19263,-2481
-7199,17763,-1863
-7371,16426,-1022
-7218,15657,-341
-7167,14911,261
-7311,14045,740
-7528,13522,1138
-7537,13379,1329
-7414,13069,1276
-6994,12876,1251
-6541,12841,1272
-6606,12795,1029
-7213,12669,953
-7797,11736,1490
-7918,10499,2333
-7613,9312,3149
-7084,8535,3727
-6473,7938,4202
-6065,7367,4556
-5950,7059,4840
-5920,6805,4816
-5671,6541,4514
-5129,6425,4054
-4081,6335,3690
-2523,6321,3275
-1025,6392,3211
92,6148,3267
944,5949,3375
982,5535,3932
611,4731,4466
707,4273,4483
1732,4148,4263
3419,4233,4115
5334,4326,3980
7043,4985,4009
8403,5398,4319
9421,5572,4684
9942,5824,5106
9484,5898,5683
8412,5683,6153
7338,5581,6401
6685,5935,6317
6765,6786,6015
7391,8226,5445
7809,10074,4441
7104,11386,4061
7152,11625,4125
8245,11064,4302
9394,10297,4785
10283,9648,5514
11081,9250,6121
11417,10679,5825
9939,12758,5040
8174,14429,3902
7163,15836,3184
6839,16405,2772
7848,16656,2413
9199,17348,2474
9619,18476,2149
9398,19697,2067
9152,21254,1566
8341,23300,-245
7489,24576,-1620
7448,25151,-2303
7466,25943,-2561
6094,26976,-2907
3878,28023,-3315
1842,29394,-3910
309,30927,-4521
-1551,32309,-5351
-3562,32767,-6159
-5848,32767,-6882
-8242,32755,-7502
-9768,32767,-7378
-10826,32767,-6400
-11599,32324,-5271
-11426,30301,-3964
-9967,28470,-3288
-9989,26141,-3226
-9986,24521,-2819
-9788,23091,-2583
-9640,22079,-2251
-9360,20817,-1846
-8989,19718,-1502
-8443,18770,-1318
-7755,17848,-1433
-7050,17191,-1398
-6760,16450,-1229
-6814,15484,-865
-7285,14361,-175
-7826,13490,193
-7295,12912,254
-6275,12456,542
-5875,12075,1054
-6368,11812,1298
-7152,11729,1630
-7933,11104,2046
-8378,9972,2532
-8181,9171,3036
-7846,8267,3263
-7143,7323,3502
-5849,6831,3815
-4316,6722,3938
-3010,7515,3594
-2748,8773,3141
-3549,9693,2909
-4586,10046,2700
-4993,10075,2528
-4637,9682,2606
-3813,8575,3218
-2810,7177,3910
-1935,5923,4450
-1271,4930,4919
-449,4158,4748
762,4086,4448
1923,4194,4472
3395,4514,4389
4627,4856,4705
5205,4806,5046
5453,4640,5298
5832,4630,5454
6536,4617,5186
7641,4971,4852
8949,5517,4611
9854,6232,4641
10109,7064,4655
9801,7615,4835
9597,8327,5208
8552,8700,5111
7494,8656,5506
7791,8807,5761
9039,8819,5817
10148,9298,5882
10820,9890,5682
11183,11530,5331
9971,13284,4867
8587,14142,4221
8329,15532,3914
8146,16355,3764
7979,16466,3631
8360,17533,3563
8440,18185,3141
8368,18469,2794
9031,19678,2637
9179,21063,2380
8669,22269,1840
8369,23577,881
7295,24599,-201
5567,25076,-887
4712,25950,-1189
3227,27206,-1433
407,28010,-1941
-2056,28849,-2640
-3159,29553,-3184
-3710,29996,-3684
-4084,30440,-4012
-4788,31017,-4410
-6139,31334,-4565
-7697,30969,-4601
-8650,30400,-4331
-9113,29845,-3941
-9134,28857,-3604
-9066,27432,-3112
-9327,25575,-2619
-9099,23727,-2177
-7402,22656,-2187
-7138,21061,-2811
-6594,20595,-3409
-5989,20623,-4147
-5698,20351,-4120
-5563,19573,-3502
-5782,18526,-2710
-6149,17381,-2052
-6170,16448,-1569
-6304,15705,-1172
-6582,15361,-1011
-6718,15090,-768
-6955,14177,-456
-7134,13221,276
-6831,12272,1147
-6411,11451,1996
-6312,10997,2629
-6627,10729,2899
-7155,10680,2939
-7379,10630,2565
-6966,10597,2357
-6081,10224,2325
-5119,9622,2613
-4520,9149,3046
-4144,8709,3231
-3845,8416,3563
-3664,7855,3854
-3208,7482,4096
-2359,7733,4062
-1904,7878,4027
-1870,7428,4362
-1902,6908,4565
-1749,6245,4736
-1267,5481,4973
-542,4746,5179
527,4229,5557
1749,4154,5801
2657,4758,5632
3520,5629,5050
4667,6409,4842
5675,6825,4848
6309,6880,4829
6692,6775,5013
6532,6969,5160
6096,7236,5298
6128,7405,5466
6185,7528,5481
7050,8438,5306
7830,10099,4280
7817,11027,4016
7119,11396,4008
6262,11424,4254
6275,11381,4734
6977,10863,5223
7998,10699,5426
9780,11410,5453
10630,11984,5503
10441,12512,5187
9771,13800,4679
8512,14621,3797
7530,15222,2865
7621,16039,2494
9391,17264,2500
10348,18031,2111
9982,18802,1927
8644,20157,1258
6724,21575,677
5928,22573,134
5592,23672,-526
4397,24194,-886
2747,23823,-889
2180,23622,-823
2781,23572,-1221
3597,24057,-1793
3384,25443,-2668
1997,27168,-3890
451,29077,-5002
-1153,30873,-6018
-3221,32071,-6581
-5412,32039,-6477
-7560,30831,-5634
-8810,28987,-4714
-8597,27176,-3842
-7780,25800,-3348
-6743,24938,-3140
-6196,24370,-3154
-6227,24071,-3506
-6840,23944,-3807
-7266,23606,-4338
-7087,22772,-4341
-6871,21672,-3916
-6670,20713,-3447
-6325,19484,-2589
-6197,18082,-1780
-4116,18021,-927
-5188,16166,-604
-6619,14874,561
-6796,14723,862
-7293,14544,1101
-7604,14613,1568
-7454,14578,1661
-7272,14150,1663
-7036,13588,1868
-6878,12971,2118
-6756,12348,2430
-6410,11931,2634
-5976,11906,2627
-5839,11895,2543
-5972,11998,2502
-6193,11625,2666
-6335,10867,2809
-5956,9912,3115
-5263,8813,3593
-4609,7746,4200
-3943,7106,4781
-3244,6821,5034
-3098,6686,5096
-3092,6586,5191
-2851,6598,5071
-2317,7004,4819
-1909,7376,4539
-1584,7481,4353
-1188,7421,4619
-560,6824,5042
-53,5972,5635
176,5368,6004
751,4899,6239
1942,4627,6576
3370,4458,6801
4820,4630,6917
6192,4621,7002
7376,4720,6770
7999,5468,6398
7714,6735,6039
6383,8302,5651
5181,9619,5350
4536,10622,5251
4265,10855,5517
4875,10259,5530
6014,9347,5409
7803,9128,5919
9410,9219,6045
9870,10029,5800
9564,11337,5350
8868,12553,5132
8118,13539,4727
7493,14070,4251
7321,14036,4147
7728,13502,4189
8679,12809,4212
9817,12427,4507
11350,13750,4671
10536,15344,3598
8335,17253,2026
6890,19255,696
5936,21173,-318
4751,22411,-546
4007,22093,58
3780,21078,1208
4020,20265,1655
4606,20812,1236
4274,22603,83
3169,24571,-1623
2319,26645,-3242
1189,28274,-4380
533,29391,-5093
290,30141,-5128
-1052,30478,-4861
-3369,30586,-4546
-5781,30728,-4640
-7240,30885,-4895
-8010,30129,-4857
-7761,28805,-4584
-6583,27245,-4072
-5421,26129,-3729
-5244,25751,-3698
-5562,25645,-4395
-5414,25654,-5102
-5133,25120,-5259
-5227,23856,-4828
-4931,22793,-4293
-4152,21979,-3938
-5973,19712,-3398
-6781,18546,-2144
-7049,17449,-1556
-7596,16128,-572
-7844,15021,467
-7632,14245,1110
-7528,13886,1580
-7589,13684,1984
-7298,13276,1971
-6734,13329,1711
-6469,13324,1569
-6397,12935,1569
-6285,12353,1794
-6026,11822,2071
-5634,11394,2274
-5513,11103,2483
-5610,10891,2797
-5651,10329,3175
-5362,9804,3704
-4925,9327,4080
-4137,9055,3853
-3266,9199,3883
-3063,8829,4327
-3204,8074,4659
-3250,7420,4969
-2840,6994,5101
-1956,6684,5176
-972,6519,5167
-303,6602,5137
-360,6604,5145
-550,6563,5077
-372,6803,4987
177,6855,4735
1356,6706,4588
2760,6381,4930
3919,5814,5278
5173,5381,5635
6450,4898,5851
7346,4712,6035
7758,4990,6040
7106,5695,5524
6012,6663,4683
6526,8066,3749
7853,9212,3588
8175,8958,3681
8605,8209,4483
8933,7400,5233
8545,7050,5478
7789,7052,5580
7650,7285,5311
8089,7961,4716
8641,8786,4221
9172,9556,3988
9252,9965,3674
9568,10731,2780
9910,11870,2231
9758,12640,2179
9623,14062,1916
8496,15881,1223
7614,17626,993
7130,18679,750
7691,19300,552
9228,20572,-67
9582,22022,-1078
8682,23373,-2370
8182,25013,-3333
7908,27018,-4501
6765,28782,-5497
5623,30395,-6465
5403,31643,-6983
3124,32357,-7784
510,32330,-6736
-377,32312,-5765
-1789,31567,-5147
-3031,31295,-4539
-4263,30988,-4467
-5772,30618,-4675
-7370,30160,-4736
-8550,29179,-4634
-8791,27936,-4410
-8207,26412,-4071
-7367,25058,-3589
-6458,24377,-3989
-5030,24020,-4491
-5117,22752,-4698
-4911,21755,-4456
-4548,20846,-4188
-4886,20444,-4176
-5722,20089,-3798
-6565,19401,-3120
-7182,18264,-2290
-7202,16956,-1478
-7150,16070,-710
-7442,15259,-158
-7922,14353,433
-8075,13690,1040
-7807,13066,1423
-7509,12835,1750
-7196,12613,1769
-6657,12112,1828
-5930,11532,1737
-5525,11203,1799
-5514,10729,2049
-5752,9917,2404
-5927,9042,2999
-5733,8223,3630
-5208,7689,4037
-4633,7238,4206
-3814,6875,4555
-3203,6527,4933
-2978,6365,5042
-3171,6508,4815
-3172,6946,4355
-2945,7410,4059
-2328,7317,3746
-1793,6766,3876
-1159,5587,4414
-78,4163,4896
1277,3362,5102
2795,3451,4736
3973,4291,4202
4414,5048,3843
4826,5578,3334
5725,6579,2639
6916,7014,2280
7992,7052,2551
8410,6799,3366
8270,6357,4004
8307,6469,4594
8251,7431,4404
7808,8657,4046
7234,9481,3609
7463,10280,3001
7391,10845,2868
7178,11219,2689
7997,11525,2411
8957,11159,2912
9392,10298,3375
9783,10133,3781
10303,10727,3745
10442,12307,3181
10005,14214,2380
9160,16320,1436
8404,18316,658
7285,19991,-290
7321,22035,-663
6124,21061,-1440
7712,21085,-1190
9484,21572,-790
9103,22313,-1187
8081,23815,-1869
6858,24984,-2870
5252,26003,-3882
3078,27522,-5223
1555,28629,-6272
1147,28879,-6242
1332,28883,-5660
1139,28566,-5026
-4,28385,-4929
-1895,28524,-5426
-3462,28911,-5765
-5083,29024,-5987
-6583,29021,-6270
-7571,29021,-6444
-7873,28486,-6417
-7432,27499,-5946
-7228,25720,-5329
-6780,23858,-4291
-6392,22597,-3755
-6857,22025,-3640
-7327,21877,-3758
-8086,21686,-3945
-8855,21270,-3880
-9343,20449,-3638
-9648,19692,-3532
-9564,19343,-3430
-8696,19361,-3210
-9085,18408,-3076
-9562,17854,-2607
-9790,17164,-2046
-10003,16166,-1348
-9741,15796,-730
-9511,15441,-425
-9643,14459,57
-9656,13188,914
-9468,12319,1661
-9504,11739,2329
-9960,11364,2766
-10006,11439,2917
-9513,11285,2670
-9019,10567,2518
-8427,9446,2632
-7526,8168,2799
-5854,7224,2926
-3852,6808,3245
-2474,6640,3758
-1874,6736,4104
-1974,7004,4294
-2391,7294,4379
-2744,7634,4183
-2758,7678,4091
-2743,7442,4225
-2459,6595,4502
-1580,5517,4818
-388,4721,5034
638,4064,5213
1818,3609,5429
2952,3523,5594
3745,4069,5387
3639,5155,4862
3017,5941,4348
2811,6603,3986
3167,6848,3929
4048,6706,3871
5291,6773,3813
6702,6856,3625
7578,6798,3592
7718,6874,3393
7737,7708,2772
7660,9235,2088
7261,10383,1860
7013,11231,1873
6305,11459,1576
6196,11747,1731
6652,11659,2177
7724,11750,2186
8397,12268,2105
8157,13260,1837
7101,14304,1833
6407,14788,1935
6357,15134,2067
6589,15321,2054
7157,15235,2164
7471,15221,2111
7939,15587,2098
8055,17537,1004
6341,20050,-1177
4900,21634,-2415
4980,22608,-2429
5603,23039,-2183
5690,23393,-1769
5426,23985,-1218
4325,24437,-1283
2767,25249,-1493
1298,26317,-2061
-92,27329,-2631
-1526,28357,-3045
-2739,28681,-3226
-3226,28344,-3264
-3303,27823,-3301
-3459,26980,-3024
-3785,25994,-2560
-4480,25817,-2410
-5874,26155,-2886
-7320,27049,-3468
-8613,28163,-4180
-10170,29147,-4791
-11925,29386,-5393
-12775,28834,-5536
-13105,26981,-5183
-12813,24828,-4347
-11543,22889,-3457
-10257,21338,-2678
-9879,20309,-2168
-9555,19496,-2020
-9125,18599,-1882
-8725,18199,-1873
-8663,17921,-1752
-8670,17840,-1787
-8328,17681,-1947
-7798,17311,-1735
-7805,16613,-1290
-8082,15743,-706
-8407,14915,44
-8740,14156,574
-9001,13326,1014
-9092,12266,1694
-9085,11131,2484
-8754,10252,2989
